,id,zip,file name,entry,Description,CPV,URI
85,85,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_211248_14.atom,339,"Contrato menor de servicio para la elaboración de un manual del cumplimiento normativo en materia de protección de datos de SEITT, S.M.E., S.A., adecuado al nuevo reglamento de protección de datos (RGPD)","['[79000000, 79710000]']",https://contrataciondelestado.es/wps/wcm/connect/400cfbbf-93df-409c-95c2-db98f92fef6c/DOC2018080612474320182071-V+Informe+necesidad+contrato.pdf?MOD=AJPERES
86,86,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_211248_14.atom,121,"Servicio de diseño, composición e impresión de material gráfico para la difusión de las actividades y eventos previstos para el año 2018 en el Distrito Sur, así como dentro del programa ""Animación por Barrios""",['79822500.0'],https://contrataciondelestado.es/wps/wcm/connect/14f5f569-bbcf-4fb3-be9b-3fcb833ddaa7/DOC2018080314222503CONDICIONES_ADMINISTRATIVAS.pdf?MOD=AJPERES
87,87,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_211248_13.atom,390,"Servicios de retirada y custodia de dinero y reposición de papel de las máquinas expendedoras de tickets de entrada, instaladas en las piscinas municipales de verano del Instituto Municipal de Deportes del Ayuntamiento de Sevilla.",['66160000.0'],https://contrataciondelestado.es/wps/wcm/connect/5fbe9e95-a4dd-4d05-9d07-6fca17a1978d/DOC20180622121530PCAP.pdf?MOD=AJPERES
88,88,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_211248_12.atom,324,"Suministro de material fungible (tableros y listones de madera) para el desarrollo de ejercicios prácticos con fuego real en contenedores mecanizados de control de incendios y para la ejecución de maniobras de apertura forzada en puertas para el Servicio de Prevención, Extinción de Incendios y Salvamento.",['3419100.0'],https://contrataciondelestado.es/wps/wcm/connect/c3ee7733-453e-4904-ba21-fdabdb2500f6/DOC20180712131256Comunicacion+de+inicio.pdf?MOD=AJPERES
89,89,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_211248_11.atom,487,"El objeto del contrato es la prestación de servicios de portería, control de accesos e información al público mediante auxiliares para la nave industrial de Nexea Gestión Documental S.A., S.M.E. (en adelante Nexea) ubicada en C/ Valencia número 2, del Polígono Industrial “LA POSTURA”, situado en el término municipal de Valdemoro (Madrid).",['98341120.0'],https://contrataciondelestado.es/wps/wcm/connect/1716e61b-d014-45fe-8880-90dc77077f74/DOC20180808123335PLIEGO+DE+CONDICIONES+GENERALES.pdf?MOD=AJPERES
90,90,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_211248_10.atom,258,"Reforma de la pavimentación de la calle Castillo de Bolea, renovación del sistema de distribución de agua y alcantarillado conforme al proyecto técnico aprobado en sesión plenaria de 18 de enero de 2018 y publicado en BOP de Huesca nº 24 de 5 de febrero de 2018.","['[45332300, 45432112, 44163160, 45262340]']",https://contrataciondelestado.es/wps/wcm/connect/b305e0ca-a66b-4abb-9cfa-69ae5ddea473/DOC20180716151221pliegos.docx?MOD=AJPERES
91,91,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_211248_10.atom,63,"Conceptualización, diseño y dirección artística de las publicaciones derivadas del proyecto Aplicación Murillo: Materialismo, Charitas y populismo, enmarcado en el programa expositivo de la conmemoración del Año Murillo IV Centenario, que seguirá el proyecto comisariado por  Luis Montiel, Pedro G. Romero y Joaquín Vázquez",['71242000.0'],https://contrataciondelestado.es/wps/wcm/connect/fea7a714-d905-4793-822d-2fbe30bb09ba/DOC20180613145218CAM.pdf?MOD=AJPERES
94,94,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_211248_1.atom,234,"Servicio para organización del archivo municipal del ayuntamiento de Vimianzo (financiado con cargo a las ayudas en materia de archivos concedida por la Consellería de Cultura, Educación y Ordenación Universitaria) ",['92512000.0'],https://contrataciondelestado.es/wps/wcm/connect/203f38fa-bd1d-4180-ada5-1533de4a2db0/DOC20180718110639RA+APROBACION.pdf?MOD=AJPERES
98,98,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_29.atom,123,"servicios de asistencia técnica a efectos de la preparación y presentación por la Sociedad Municipal Zaragoza Vivienda, S.L.U. de una propuesta para participar en calidad de socio en el programa de la Unión Europea Horizonte 2020, para la convocatoria denominada H2020-LC-SC3-EE-1-2018
",['79411000.0'],https://contrataciondelestado.es/wps/wcm/connect/f816b1b6-3f23-44a6-8088-31f55e88dfc3/DOC20180809141805MEMORIA+VALORADA+PROYECTO+H2020.pdf?MOD=AJPERES
99,99,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_26.atom,113,"Suministro de una estación para la recarga de aire acondicionado, un alineador de faros láser, dos cargadores de baterías y un equipo de diagnosis de averías para el taller del Servicio de Prevención, Extinción de Incendios y Salvamento del Ayuntamiento de Sevilla.","['[31158000, 43800000]']",https://contrataciondelestado.es/wps/wcm/connect/6e3293b3-f52e-4b4d-b47c-a9b685df6bfa/DOC20180711133157Comunicacion+de+inicio.pdf?MOD=AJPERES
100,100,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_25.atom,193,"Proveer los módulos necesarios en forma de alquiler, incluyendo traslado y recogida a las dependencias de SFM en Son Rullán, montaje de los módulos y la instalación y puesta en marcha de los servicios auxiliares si los hubiera, para almacenar la documentación del archivo de manera temporal mientras se realizan las obras de acondicionamiento.",['45300000.0'],https://contrataciondelestado.es/wps/wcm/connect/c7720b74-9104-4bd3-b713-2cb2579fef2a/DOC20180801113552PLIEGO+TECNICO+40-18.pdf?MOD=AJPERES
101,101,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_23.atom,89,"Servicio de carga, transporte, reparto, descarga y distribución de materiales de limpieza y de oficios para atender las tareas de mantenimiento y conservación de dependencias municipales y CEIPs de Sevilla",['63100000.0'],https://contrataciondelestado.es/wps/wcm/connect/afd0c3e7-30cf-48b1-b8d1-e15c187284d7/DOC20180809090604Condiciones+administrativas.pdf?MOD=AJPERES
103,103,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_19.atom,154,"Este Contrato tiene por objeto, la prestación del servicio de Prevención Ajeno de Riesgos Laborales para Gestión de Residuos Huesca S.A.U. (GRHUSA), el cual está compuesto por las siguientes especialidades:
Seguridad en el Trabajo.
Higiene Industrial.
Ergonomía y Psicosociología Aplicada.
Vigilancia de la Salud.	
",['85140000.0'],https://contrataciondelestado.es/wps/wcm/connect/88bb304f-f7ce-4f1a-a7a4-eb77651a12b2/DOC20180723171847ASO.pdf?MOD=AJPERES
104,104,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_18.atom,282,"Servicios de dinamización del X Encuentro de Casas Regionales en Sevilla que, organizado por el Área de Coordinación General
de Distritos, Participación Ciudadana, Educación y Edificios Municipales, tendrá lugar del 11 al 14 de octubre en la Plaza Nueva, coincidiendo con la celebración del día de la Hispanidad.",['92000000.0'],https://contrataciondelestado.es/wps/wcm/connect/b6362a11-bd9c-4cbd-af96-27f70fb5b280/DOC20180724140607CONDICIONES+ADMINISTRATIVAS.pdf?MOD=AJPERES
106,106,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_17.atom,277,"Alquiler, transporte, montaje y desmontaje de diecisiete módulos tipo stand con su correspondiente cerramiento para el desarrollo del X Encuentro de Casa Regionales en Sevilla que organiza el Área de Coordinación General de Distritos, Participación Ciudadana, Educación y Edificios Municipales.",['45223800.0'],https://contrataciondelestado.es/wps/wcm/connect/73f1484a-bf4b-4d15-b00a-622274abcb98/DOC20180720124841CONDICIONES+ADMINISTRATIVAS+MODULOS+CASAS+REGIONALES+2018+947.pdf?MOD=AJPERES
108,108,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_15.atom,362,"Póliza de seguro de responsabilidad civil/patrimonial del Distrito Sur para la cobertura de los riesgos que pudieran derivar de la organización y celebración de la Velá 2018 del Distrito Sur, que tendrá lugar los días 14, 15 y 16 de septiembre de 2018.","['[66516400, 66510000]']",https://contrataciondelestado.es/wps/wcm/connect/0f8d5376-aa9f-43e0-9477-f72d992146fc/DOC2018082413310006CONDICIONES_EJECUCION_SEGURO_VELA_2018_firmadas.pdf?MOD=AJPERES
109,109,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_14.atom,258,"Adecuación del Camino del Polígono hasta Nave de Cooperativa Virgen de la Corona en Alcalá de Gurrea (Huesca) consistente en desbroce del camino, apertura de cunetas, rasanteo, seaneo y aporte de capa de zahorra artificial y asfaltado del camino.","['[45233160, 45233222]']",https://contrataciondelestado.es/wps/wcm/connect/666e113b-4429-43c0-80f4-35f31f74a5ae/DOC20180831104958PCAP.pdf?MOD=AJPERES
110,110,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_14.atom,252,"Asistencia técnica para la redacción del proyecto de ""Ampliación y adecuación del sendero de los pescadores y realización de un mirador"" en el ayuntamiento de As Neves, incluido en el proyecto Visit Río Minho, cofinanciado en un 75% con fondos Feder en el marco del Poctep 2014-2020-Interreg-VA.",['71242000.0'],https://contrataciondelestado.es/wps/wcm/connect/14e4b903-18c5-4cf7-acf7-5560b70ee809/DOC20180730143943Informe+Proposta+As+Neves.pdf?MOD=AJPERES
111,111,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_13.atom,222,Contratación do servizo de creación dunha aplicación para o desarrollo e implementación dunha ferramenta TIC para o mapeo de deficiencias. Lalínssuma21Proxecto cofinanciado nun 80% con FONDOS FEDERmediante O PROGRAMA OPERATIVO DE CRECEMENTO SOSTIBLE ( POCS) 2014-2020,['48900000.0'],https://contrataciondelestado.es/wps/wcm/connect/6146caa3-1562-4580-87f9-b5d17a02b7cd/DOC2018082214203820180822_PPT+mapeo+de+incidencias.pdf?MOD=AJPERES
112,112,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_11.atom,273,"Asistencia técnica para la redacción del proyecto ""Acondicionamiento del sendero del río Deva (afluente del Miño) entre el área recreativa de San Juan y el área de baño de Barcia-Mouretán, en el ayuntamiento de Arbo, incluido en el proyecto Visit Rio Minho, cofinanciado en un 75% con fondos Feder en el marco del Poctep 2014-2020-Interreg-VA",['71242000.0'],https://contrataciondelestado.es/wps/wcm/connect/71c44134-c0f9-4b51-8655-61888da5ca0d/DOC20180730195127Informe+Proposta+Arbo.pdf?MOD=AJPERES
114,114,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_8.atom,452,"Servicio de asistencia a la Tesorería Municipal en la investigación, comprobación y reclamación de los importes derivados de la aplicación de la tasa por utilización privativa o aprovechamiento especial del dominio público local a favor de empresas explotadoras de servicios o suministros de interés general",['66600000.0'],https://contrataciondelestado.es/wps/wcm/connect/284dd6e7-f69b-4f74-bee5-6e60170eca8f/DOC20180703130946DECRETO+20181797+Resolucion+Alcaldia+Servicio+asistencia+Tesoreria+municipal.pdf?MOD=AJPERES
115,115,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_8.atom,343,"Servicio de reparaciones urgentes en el Sistema de Protección contra Incendios existente en las instalaciones de titularidad de la Gerencia de Urbanismo, consistentes en carga y retimbrado de extintores, así como reparación de las bocas de incendio equipadas (BIEs)",['50413200.0'],https://contrataciondelestado.es/wps/wcm/connect/54925a7d-ae89-46e4-a1dd-fd7c1a08508b/DOC20180802122604Memoria+justificativa.pdf?MOD=AJPERES
116,116,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_8.atom,308,"Asistencia técnica para la redacción del proyecto de ""Acondicionamiento del sendero de los pescadores en el río Miño, en el tramo Pousa-Cequeliños"" del ayuntamiento de Crecente, incluido en el proyecto Visit Río Minho, cofinanciado en un 75% con fondos Feder en el marco del Poctep 2014-2020-Interreg-VA.",['71242000.0'],https://contrataciondelestado.es/wps/wcm/connect/82bb8a1d-8a9a-4839-a5ee-b44bf0a30042/DOC20180730134131PLIEGO+ECON+ADM.pdf?MOD=AJPERES
118,118,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_7.atom,338,"Servicio de Impresión de 1200 ejemplares de la Revista Española de la Función Consultiva Nº 27, con arreglo a las características técnicas del documento que se anexa como ""Características Técnicas del Contrato""",['79810000.0'],https://contrataciondelestado.es/wps/wcm/connect/17719071-3394-43cd-b2aa-e6909e848949/DOC20180911134841CaracteristicasTecnicasDelContratoMenor.pdf?MOD=AJPERES
119,119,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_231139_4.atom,142,"Levantamiento topográfico para documentar la situación real de las redes de saneamiento y abastecimiento de agua para ser decepcionadas por la compañía de aguas de las zonas 9, 10 y 11 del Poblado Naval de Rota, en el Puerto de Santa María (Cádiz).",['71351810.0'],https://contrataciondelestado.es/wps/wcm/connect/d7fd176c-3de1-4b53-ba43-aa63c0df5fc4/DOC20180829112540201800000327_PCAP.pdf?MOD=AJPERES
123,123,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_37.atom,318,"Urbanizar tramo urbano en Bielsa, confluencia entre calles Barrosa y Sorripas, el pavimento, y las redes de saneamiento y abastecimiento ya obsoletos en zona de 170 m2, incluyendo canalización para baja tensión y telecomunicaciones, según Memoria valorada redactada por los arquitectos Srs. D. Diego Albajar Viñuales y Roberto Parra Larramona",['45233140.0'],https://contrataciondelestado.es/wps/wcm/connect/fbd30413-1082-45d6-9f08-bf36a813f16d/DOC20180828192951Prescripciones+Tecnicas+y+Administrativas.pdf?MOD=AJPERES
126,126,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_30.atom,443,"Asistencia integral, técnica y económica, de los viajes (desplazamiento, alojamiento y manutención) a Cáceres de algunos de los artistias que van a participar en el programa de artes visuales y creación contemporánea Cáceres Abierto, necesarios para la conceptualización de sus proyectos artísticos.",['63510000.0'],https://contrataciondelestado.es/wps/wcm/connect/640cd536-6afd-4435-8746-633e5fee7e9a/DOC20180903183627PCAP_GE183B120965.pdf?MOD=AJPERES
127,127,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190226_161232_28.atom,426,"Servicio de producción artística (reproducción de obras y documentos), alquiler de medios técnicos para la reproducción de audios y archivos de video y enmarcado de obras de arte y documentos que se presentarán en la exposición ""Quico Rivas"" en el Espacio Santa Clara ",['79950000.0'],https://contrataciondelestado.es/wps/wcm/connect/262fab92-a6f6-4b38-a039-21eb13633260/DOC20180725130203Condiciones+administrativas.pdf?MOD=AJPERES
